param_name, val, min, max
ena,55,-100,100
Rd,0.03,-100,100
Rg,0.01,-100,100
Rb,0.125,-100,100
Ra,0.4,-100,100
a0s,0.0003,-100,100
gms,0.2,-100,100
hmin,0.01,-100,100
mmin,0.02,-100,100
qinf,7,-100,100
q10,2,-100,100
qg,1.5,-100,100
qd,0.5,-100,100
qa,7.2,-100,100
smax,10,-100,100
sh,8,-100,100
thinf,-45,-100,100
thi2,-45,-100,100
thi1,-45,-100,100
tha,-30,-100,100
vvs,2,-100,100
vvh,-58,-100,100
vhalfs,-60,-100,100
zetas,12,-100,100
