param_name, val, min, max
a1_0, 14.90266473416929, 1.490266473416929, 149.0266473416929 
a1_1, 0.23264458213057818, 0.023264458213057818, 2.3264458213057818
b1_0, 0.035170517422827195, 0.0035170517422827195,  0.35170517422827195
b1_1, 0.5174274669229642, 0.05174274669229642, 5.174274669229642
a2_0, 179.26203746615033, 17.926203746615033, 1792.6203746615033
a2_1, 0.2051524889557108, 0.02051524889557108, 2.051524889557108
b2_0, 5.0278233275136515, 0.50278233275136515, 50.278233275136515
b2_1, 0.6011265377611984, 0.06011265377611984, 6.011265377611984
a3_0, 45.5734036380168, 4.55734036380168, 455.734036380168
a3_1, 0.25742516900913953, 0.025742516900913953, 2.5742516900913953
b3_0, 3.91186678099864, 0.391186678099864, 39.1186678099864
b3_1, 0.05624687664719668, 0.005624687664719668, 0.5624687664719668
bh_0, 20.437375530859402, 2.0437375530859402, 204.37375530859402
bh_1, 2.586420958687835, 0.2586420958687835, 25.86420958687835
bh_2, 0.21816806259636728, 0.021816806259636728, 2.1816806259636728
ah_0, 0.16075323947800216, 0.016075323947800216, 1.6075323947800216
ah_1, 317.7857883178585, 31.77857883178585, 3177.857883178585
ah_2, 0.21355372724438573, 0.021355372724438573, 2.1355372724438573
vShift, 2.93674306544398,  -18.93674306544398,  22.93674306544398
vShift_inact, 4.972685261796128, -16.972685261796128, 24.972685261796128
maxrate, 8000, 8, 800000
