param_name, val, min, max
Ena,55,45,65
Rd,0.02657,0.0005,0.2
Rg,0.01,0.0005,0.2
Rb,0.1,0.005,2
Ra,0.3282,0.005,2
a0s,0.0003,1.50E-06,1.00E-01
gms,0.2,0.003,3
hmin,0.01,0.00005,0.5
mmin,0.02,0.00005,0.5
qinf,7.69,0.5,100
q10,2,0,20
qg,1.5,0,20
qd,0.5,0,20
qa,5.41,0.1,100
smax,10,0.1,150
sh,8,0.1,50
thinf,-45,-150,-1
thi2,-30,-150,-1
thi1,-37.651,-150,-1
tha,-28.76,-150,-1
vvs,2,-50,60
vvh,-58,-150,-1
vhalfs,-60,-150,-1
zetas,12,0.1,80
