0.01044	-9.67E-09											
0.01046	-9.88E-09											
0.01048	-9.91E-09											
0.0105	-9.83E-09											
0.01052	-9.62E-09											
0.01054	-9.31E-09											
0.01056	-8.94E-09											
0.01058	-8.50E-09											
0.0106	-8.03E-09											
0.01062	-7.53E-09											
0.01064	-7.05E-09											
0.01066	-6.57E-09											
0.01068	-6.11E-09											
0.0107	-5.68E-09											
0.01072	-5.33E-09											
0.01074	-5.01E-09											
0.01076	-4.72E-09											
0.01078	-4.46E-09											
0.0108	-4.25E-09											
0.01082	-4.07E-09											
0.01084	-3.90E-09											
0.01086	-3.76E-09											
0.01088	-3.66E-09											
0.0109	-3.54E-09											
0.01092	-3.44E-09											
0.01094	-3.35E-09											
0.01096	-3.29E-09											
0.01098	-3.23E-09											
0.011	-3.16E-09											
0.01102	-3.08E-09											
0.01104	-3.00E-09											
0.01106	-2.91E-09											
0.01108	-2.81E-09											
0.0111	-2.72E-09											
0.01112	-2.64E-09											
0.01114	-2.55E-09											
0.01116	-2.46E-09											
0.01118	-2.41E-09											
0.0112	-2.36E-09											
0.01122	-2.30E-09											
0.01124	-2.25E-09											
0.01126	-2.20E-09											
0.01128	-2.15E-09											
0.0113	-2.11E-09											
0.01132	-2.06E-09											
0.01134	-2.02E-09											
0.01136	-1.98E-09											
0.01138	-1.95E-09											
0.0114	-1.93E-09											
0.01142	-1.91E-09											
0.01144	-1.88E-09											
0.01146	-1.84E-09											
0.01148	-1.81E-09											
0.0115	-1.77E-09											
0.01152	-1.72E-09											
0.01154	-1.70E-09											
0.01156	-1.65E-09											
0.01158	-1.62E-09											
0.0116	-1.59E-09											
0.01162	-1.57E-09											
0.01164	-1.55E-09											
0.01166	-1.53E-09											
0.01168	-1.53E-09											
0.0117	-1.50E-09											
0.01172	-1.47E-09											
0.01174	-1.46E-09											
0.01176	-1.45E-09											
0.01178	-1.44E-09											
0.0118	-1.42E-09											
0.01182	-1.44E-09											
0.01184	-1.44E-09											
0.01186	-1.43E-09											
0.01188	-1.42E-09											
0.0119	-1.41E-09											
0.01192	-1.40E-09											
0.01194	-1.38E-09											
0.01196	-1.37E-09											
0.01198	-1.35E-09											
0.012	-1.32E-09											
0.01202	-1.29E-09											
0.01204	-1.29E-09											
0.01206	-1.28E-09											
0.01208	-1.26E-09											
0.0121	-1.24E-09											
0.01212	-1.25E-09											
0.01214	-1.24E-09											
0.01216	-1.24E-09											
0.01218	-1.23E-09											
0.0122	-1.22E-09											
0.01222	-1.21E-09											
0.01224	-1.18E-09											
0.01226	-1.17E-09											
0.01228	-1.16E-09											
0.0123	-1.16E-09											
0.01232	-1.13E-09											
0.01234	-1.14E-09											
0.01236	-1.16E-09											
0.01238	-1.15E-09											
0.0124	-1.15E-09											
0.01242	-1.14E-09											
0.01244	-1.13E-09											
0.01246	-1.12E-09											
0.01248	-1.13E-09											
0.0125	-1.14E-09											
0.01252	-1.12E-09											
0.01254	-1.12E-09											
0.01256	-1.12E-09											
0.01258	-1.12E-09											
0.0126	-1.10E-09											
0.01262	-1.10E-09											
0.01264	-1.07E-09											
0.01266	-1.07E-09											
