0.01048	-1.86E-09											
0.0105	-1.85E-09											
0.01052	-1.84E-09											
0.01054	-1.82E-09											
0.01056	-1.78E-09											
0.01058	-1.74E-09											
0.0106	-1.68E-09											
0.01062	-1.61E-09											
0.01064	-1.56E-09											
0.01066	-1.50E-09											
0.01068	-1.44E-09											
0.0107	-1.39E-09											
0.01072	-1.33E-09											
0.01074	-1.27E-09											
0.01076	-1.22E-09											
0.01078	-1.17E-09											
0.0108	-1.14E-09											
0.01082	-1.09E-09											
0.01084	-1.04E-09											
0.01086	-1.00E-09											
0.01088	-1.01E-09											
0.0109	-9.96E-10											
0.01092	-9.84E-10											
0.01094	-9.76E-10											
0.01096	-9.73E-10											
0.01098	-9.55E-10											
0.011	-9.39E-10											
0.01102	-9.31E-10											
0.01104	-9.24E-10											
0.01106	-9.09E-10											
0.01108	-8.92E-10											
0.0111	-8.72E-10											
0.01112	-8.48E-10											
0.01114	-8.23E-10											
0.01116	-8.01E-10											
0.01118	-7.90E-10											
0.0112	-7.85E-10											
0.01122	-7.74E-10											
0.01124	-7.63E-10											
0.01126	-7.68E-10											
0.01128	-7.58E-10											
0.0113	-7.50E-10											
0.01132	-7.49E-10											
0.01134	-7.32E-10											
0.01136	-7.27E-10											
0.01138	-7.20E-10											
0.0114	-7.06E-10											
0.01142	-7.09E-10											
0.01144	-6.96E-10											
0.01146	-6.88E-10											
0.01148	-6.86E-10											
0.0115	-6.83E-10											
0.01152	-6.77E-10											
0.01154	-6.69E-10											
0.01156	-6.72E-10											
0.01158	-6.67E-10											
0.0116	-6.50E-10											
0.01162	-6.48E-10											
0.01164	-6.60E-10											
0.01166	-6.63E-10											
0.01168	-6.44E-10											
0.0117	-6.48E-10											
0.01172	-6.57E-10											
0.01174	-6.45E-10											
0.01176	-6.40E-10											
0.01178	-6.44E-10											
0.0118	-6.38E-10											
0.01182	-6.38E-10											
0.01184	-6.43E-10											
0.01186	-6.39E-10											
0.01188	-6.30E-10											
0.0119	-6.21E-10											
0.01192	-6.04E-10											
0.01194	-5.89E-10											
0.01196	-5.86E-10											
0.01198	-5.71E-10											
0.012	-5.70E-10											
0.01202	-5.67E-10											
0.01204	-5.64E-10											
0.01206	-5.74E-10											
0.01208	-5.93E-10											
0.0121	-6.06E-10											
0.01212	-6.01E-10											
0.01214	-5.92E-10											
0.01216	-6.01E-10											
0.01218	-6.02E-10											
0.0122	-6.14E-10											
0.01222	-6.20E-10											
0.01224	-6.06E-10											
0.01226	-6.07E-10											
0.01228	-6.12E-10											
0.0123	-6.01E-10											
0.01232	-6.05E-10											
0.01234	-6.08E-10											
0.01236	-6.07E-10											
0.01238	-6.06E-10											
0.0124	-6.13E-10											
0.01242	-6.08E-10											
0.01244	-5.91E-10											
0.01246	-5.85E-10											
0.01248	-5.92E-10											
0.0125	-5.88E-10											
0.01252	-5.87E-10											
0.01254	-5.91E-10											
0.01256	-5.73E-10											
0.01258	-5.76E-10											
0.0126	-5.77E-10											
0.01262	-5.77E-10											
0.01264	-5.77E-10											
0.01266	-5.77E-10											
0.01268	-5.80E-10											
0.0127	-5.81E-10											
0.01272	-5.85E-10											
0.01274	-5.93E-10											
