6.965192035226631969e-06 -1.280135880515490783e+02 2.079751078802389941e+01 6.092113134069100377e-01 5.456006016269768916e-02 2.812509707695417749e+00 1.160921987627440144e-01 9.849277650868331485e-03 6.351515120620069774e-04 9.231840886853910633e-02 5.479714946326480615e-04 5.012188061466995137e+00 2.042909819104291383e-02
3.949581456497146422e-05 -6.009867689506988597e+01 1.627003123977641508e+01 8.643754179828100348e-01 4.078218003194025720e-02 4.948958625250170051e+00 2.909507544939947898e+00 3.411228869516498390e-03 3.120671489978471742e-04 1.760285406700546229e+00 2.991641283888081624e-03 2.076015458804361558e+00 2.288507030001885045e-02
7.120456108418522658e-06 -1.354460041917036506e+02 2.944963084804372500e+01 7.056291135336042464e-01 5.473979511485422417e-02 3.068034171308213764e+00 1.802703305897100039e+00 1.376322364006153697e-03 4.208035270222953549e-04 8.380372192238151607e-02 2.917748456071661729e-04 3.057809217962644599e+00 2.180027797244260546e-02
6.962244117839229939e-06 -1.299056352546965627e+02 2.953326356593690960e+01 5.828149630099712653e-01 5.474021253305706713e-02 9.260495114798176219e-01 1.803134321458319977e+00 1.285298061379587216e-03 1.181439489922307830e-04 8.399382077150745196e-02 5.436405554440053170e-04 3.522232014467735262e+00 2.053777247202278125e-02
4.083725176174788534e-05 -6.009867689506988597e+01 1.627003123977641508e+01 8.643754179828100348e-01 4.075321116085136447e-02 4.950440590143907471e+00 2.920490155306935343e+00 3.411349224015523297e-03 3.167927160952542596e-04 1.760285406700546229e+00 2.996137259333979917e-03 2.230050340675143961e+00 2.288507030001885045e-02
6.962822114162839570e-06 -1.435750061173611982e+02 2.957070254054323044e+01 1.021802089052028517e-01 5.455646898747941453e-02 9.152366269196270387e-01 1.800989683378152462e+00 1.462353788095502923e-03 1.265330982630611702e-04 9.822493363702806957e-02 3.126114565464455249e-04 5.502360466828239982e-01 1.128937668076773586e-02
7.117364391543192840e-06 -1.298429666938292257e+02 1.743889543105651185e+01 6.093705409694211150e-01 5.456006016269768916e-02 2.812509707695417749e+00 1.160921987627440144e-01 4.415441551128121422e-03 6.351515120620069774e-04 9.231840886853910633e-02 5.479708704702311063e-04 5.012188061466995137e+00 2.041625009009044242e-02
6.963001960172897626e-06 -1.435718707798203013e+02 2.964937617323532493e+01 1.190065360887746504e-01 5.484231588441121352e-02 9.231599645953804112e-01 1.702416520725736460e+00 1.379207320104066650e-03 1.181562475528118389e-04 9.919440690950101502e-02 3.095794808785590712e-04 4.181430752826944541e-01 1.102324463631239315e-02
6.965192035226631969e-06 -1.280135880515490783e+02 2.079751078802389941e+01 6.092113134069100377e-01 5.456006016269768916e-02 2.812509707695417749e+00 1.160921987627440144e-01 9.961923809952377001e-03 6.351515120620069774e-04 9.231840886853910633e-02 5.479708861772637860e-04 5.012188061466995137e+00 2.042909819104291383e-02
7.120456108418522658e-06 -1.354672766109964641e+02 2.944963084804372500e+01 7.196668374490786668e-01 5.473979511485422417e-02 3.065617524019417228e+00 1.796025482808188523e+00 1.376322364006153697e-03 1.181439489922307830e-04 8.379740379302004494e-02 2.915994928443321017e-04 3.472900024285438647e+00 1.514478001521781143e-02
