Ena_na12mut,63.74374584545495
Rd_na12mut,-8.432502903218595
Rg_na12mut,-4.185919355891755
Rb_na12mut,2.5728786921152107
Ra_na12mut,5.604460370322009
a0s_na12mut,0.0001908847471000689
gms_na12mut,6.4810980938026646
hmin_na12mut,3.498500786853919
mmin_na12mut,4.054644336403749
qinf_na12mut,13.725114288906243
q10_na12mut,5.97379917812273
qg_na12mut,1.4370266854696379
qd_na12mut,0.29858906624868015
qa_na12mut,12.608583712824183
smax_na12mut,0.7453169504325019
sh_na12mut,5.967506979664394
thinf_na12mut,-43.14082736542635
thi2_na12mut,-39.92800760354854
thi1_na12mut,-37.12627535173583
tha_na12mut,-27.642374109233252
vvs_na12mut,-3.76751206781577
vvh_na12mut,-62.73007828151903
vhalfs_na12mut,-51.58040935666442
zetas_na12mut,2.4961875072081945
exp,M1879 T and R1626Q
name,NaV12 adult R1626Q
